Cleaned_Tweet,label
samsun bölgesinin dönemde bir başka özelliği ülkelerine dönecek olan alman avusturya askerlerinin burada toplanmalarıydı,tarihci
rum ermeni çeteleri karşısında canlarını mallarını koruma gereğini duyan türkler silahlanmaktan başka çare bulamamışlardı,tarihci
öte yandan ermeniler büyük ermenistana bağlanmasını istedikleri trabzon ilinde propagandaya hız verirken silahlı eylemlere kalkışmışlardı,tarihci
doğu karadeniz bölgesinde bir pontus devleti kurdurtmaya çalışan yunanistan nüfus çoğunluğunu sağlayabilmek başka bölgelerden göçmen getirtmekte bir yandan yerli rumları silahlandırmaktaydı,tarihci
samsun yöresindeki karışıklıklara son verilmesi görevlendirilen yıldırım orduları grubu eski komutanı mustafa kemal paşa ıx ordu kıtaları müfettişi olarak mayıs anadoluya ayakbastı gidişin hikayesi bölüm bir seri iyi okumalar,tarihci
haberi olmayan kalmasın,tarihci
geçmişe dönüş keyifli anları tekrar hatırlama motorsiklet yaptığım türkiye turlarım aklıma geldi gezmiş antik kentleri tek tek incelemiştim gezgin tarihçi olmanın mutluluğu bambaşkaydı genç meslektaşlarıma tavsiye ederim,tarihci
bugün bir vatanımızın olmasını bayrağımızın dalgalanmasını sağlayan bütün şehitlerimizin ruhu şad olsun ölmediniz sizler baktığımız yerdesiniz bizler bıraktığınız mirasınızın bekçileriyiz,tarihci
işgalleri yapanlar buna sessiz kalanların hatası türk halkını küçümsemeleriydi hasan tahsini sütçü imamı şahin beyi hesaba katmamışlardı mustafa kemali tek kişi algılamışlar arkasında tek yürek tek yumruk olmuş anadolu halkını görememişlerdi,tarihci
halkın kuvayı milliye hareketini başlattı ardından mustafa kemal paşanın liderliğinde genelgeler kongrelerle örgütlendi tbmmyi açtı savaşarak bağımsızlığını kazandı türkiye cumhuriyetini kurdu,tarihci
izmirin işgalini öğrenen sadrazam damat ferit yayımladığı bildiride verilen notada yunanlılardan söz edilmediğini aldatıldığını devlet millet haklarını korumak üstüne düşeni yaptığını öne sürüyordu halkı sükunete ağırbaşlı davranmaya çağırıyordu,tarihci
hükümet konağındaki memurları hapseden yunan askerleri sonra şehre dükkanları evleri yağmaladılar saat içinde izmir yöresinde öldürülen türklerin sayısı i buldu,tarihci
yunanlılar kolordu komutanı ali nadir paşayı türk subaylarını erlerini dipçik darbeleriyle kışladan çıkarıp patris vapurunun ambarına hapsettiler gün türk subaylarından u şehit edildi i yaralandı sine olduğu belirlenemedi,tarihci
yunan bayrağını taşıyan efzun askeri yere düştü izmirde ilk kurşun hasan tahsin adıyla bilinen hukuki beşer gazetesi başyazarı osman nevresin silahından çıkmıştı kendisi orada şehit edildi yunan askerleri ateş açıldı kışlaya saldırıya geçtiler,tarihci
kordon boyunca bekleyen rumlar işgalcileri yunan bayrakları alkışlar çiçeklerle karşıladılar efzun alayı metropolit hristotomos tarafından kutsanmasının ardından yürüyüşe geçti ancak konak meydanına geldiklerinde bir silah sesi duyuldu,tarihci
bir ingiliz savaş gemisinin koruma görevini üstlendiği yunan birlikleri mayıs sabahı izmir limanına girdi karaya ilk çıkan birlik rıhtımı gümrük binasını işgal etti efzun alayı piyade alayının askerleri karaya çıkartıldı,tarihci
bundan böyle izmirde sansür edilmek koşuluyla yalnızca resmi haberleşmelere izin verilecekti paris barış konferansı sırasında ingilizlerin hazırladıkları planın hayata geçirilmesi zemin hazırdı artık,tarihci
calthorpe mayısı ine bağlayan gece izmir kolordu komutanına valisine ikinci bir nota göndererek şehrin ertesi sabah itilaf devletleri adına yunanlılarca işgal edileceğini açıkladı aynı zamanda bir ingiliz birliğinin telgrafhaneye yerleşeceğini söyledi,tarihci
istanbuldaki ingiliz yüksek komiser vekili amiral webb mayıs öğlene doğru sadrazam damat feriti ziyaret etti izmir tabyalarının müttefiklere teslimini isteyen bir nota verdi gerekçe olarak yöredeki asayişsizlik gösteriliyordu,tarihci
calthorpeun mütareke hükümlerine uygun olan isteğinin yerine getirilmesi gerekmektedir birliklere işgal hareketine karşı konulmaması talimatı verildi izmirde bunlar olurken başkent hareketlendi,tarihci
notada karşın yunanlılardan söz edilmemişti yaklaşımla türk kamuoyunda yunanlılara karşı duyulan tepkiyi harekete geçirmemek düşünülmüştü kolordu komutanı durumu istanbula bildirdi harbiye bakanı şakir paşa yanıt verdi,tarihci
kolordu komutanı ali nadir paşa vali izzet beye gönderdiği notada işgal kararını açıkladı izmir istihkmları yöresi savunma düzenine sahip arazi mondros ateşkes anlaşmasının maddesi gereğince itilaf devletlerince işgal edilecektir,tarihci
izmirin yunanistana verilmesinde anlaşan itilaf devletleri işgalin ayrıntılarını saptadılar buna göre harekatı calthorpe yürütecekti yunan birlikleri mayıstan önce körfeze girmeyecekti türklere durum saat önce bildirilecekti mayısta calthorpe şehre geldi,tarihci
mayıs günü izmirin işgalini konu alan parçalık bir anlatı iyi okumalar,tarihci
sonuç hollanda mayıs öğleden sonra teslim olduğunu bildirdi ertesi sabah silah bırakma antlaşması imzalandı,tarihci
saldırının psikolojik fiziksel başarısı kadar yüksekti almanlar hollanda genelkurmayını teslim olmazlarsa utrecht şehrini yok etmekle tehdit ettiler,tarihci
neredeyse tarihi şehir merkezi yok edildi yaklaşık kişi hayatını kaybetti i evsiz kaldı,tarihci
amaç şehirde savaşan alman birliklerini desteklemek hollanda direnişini kırmak hollanda ordusunu teslim olmaya zorlamaktı,tarihci
ıı dünya savaşındaki alman işgali sırasında mayıs ta hollandanın rotterdam kenti alman hava kuvvetleri luftwaffe tarafından bombalandı,tarihci
mayıs hollanda tarihi bir gündü bölümlük kısa bir anlatı iyi okumalar,tarihci
fakat kontrolden çıkınca ıdünya savaşına dönüşmüştü ferdinanda sıkılan kurşun sadece onun bedeni sınırlı kalmayıp sene boyunca bütün dünyayı dolaştı,tarihci
sonuçta yılında avusturyamacaristan sırbistan arasında başlayan silahlı mücadele ııı balkan savaşıydı,tarihci
tarih yer siyasal hata yanlış hesabın yol açtığı tarihsel bir felaket arasındaki bağlantı bakanlar değil görenler çarpıcıydı bosna krizinin gelecekteki sonuçlarına böylesine sembolik bir tarih seçmekten iyi dikkat çekebilirdi,tarihci
seçimin nedeni haziranın avusturyamacaristan veliahtı arşidük franz ferdinandın te saraybosnada hafta içinde birinci dünya savaşının patlamasına yol açan öldürülüşünün yıldönümü olmasıydı,tarihci
var françois mitterandın ziyaretinin bir yönü önemli olduğu halde gözden kaçtı ziyaretin tarihi fransa devlet başkanı bosnahersekin başkenti saraybosnaya gitmek günü seçmişti,tarihci
fransız lider bosna krizinin kadar ciddi olduğunu dünya kamuoyuna göstermeyi amaçlıyordu başardı yaşlı zayıf yapılı bir devlet adamının silahlı çatışma ortamında topçu ateşi altındaki varlığı dikkat çekici oldu dünya hayranlıkla ziyareti izledi,tarihci
haziran fransa devlet başkanı françois mitterand ansızın saraybosnayı ziyaret ettibeklenmedik bir ortaya çıkıştı önceden haber verilmemiştiyer son derece tehlikeliydiyılbaşından beri yaklaşık kişinin hayatına mal olan bir savaşın tam merkeziydi,tarihci
tarihteki önemli çoğu kişinin gözden kaçırdığı bir ayrıntı olayların arka planında kadar derin mesajlar olduğunu gösteren sembolik bir örnek bölüm iyi okumalar,tarihci
ancak istihbarat özel şubesi onları tespit etmişti gözlenmeye başlandılar savaş ilan edildiğinde tutuklandılar,tarihci
ingilteredeki nazi sempatizanlarının beşinci kol oluşturduğuna dair hiçbir kanıt yoktu gerçi nazi ajanları savaştan iki yıl önce bir casus ağı kurmak ingiltereye gönderilmişlerdi,tarihci
savaşın patlak vermesi üzerine bunlar sorgulandı yabancılar mahkemesi sadece inden azının gözaltına alınmasına karar verdi kişinin sadece hareketleri kısıtlandı den fazlası özgür bırakıldı çoğu nazi rejiminden kaçmış olan mültecilerdi,tarihci
ayrıca alman avusturyalıların araba bisiklet kullanmaları saat arasında sokağa çıkmaları yasaklandı kısıtlamalar yaklaşık yabancı kökenli geçerliydi,tarihci
iç işleri bakanı sir john anderson tarafından yayınlanan emir hasta yatalak sakat olanlar hariç yaş arasındaki alman avusturyalı erkeklere uygulandı ülkenin doğusunda yaşayan diğer yabancılara gün polise rapor verme zorunluluğu getirildi,tarihci
mayıs ingiltere genelinden toplanan üç bin düşman yabancı uyruklu wight adasından ınvernesse kadar ingiltere iskoçyanın doğu bölgelerine yerleştirildi alman avusturya kökenlilerin çeşitli bölgelere izinsiz girmesi yasaklandı,tarihci
mayıs belçika kraliyet hava kuvvetlerine ait fairey bombardıman uçağı albert kanalı üzerindeki köprülere saldırdı ancak düşürüldü belçikalılar alman ilerlemesini durdurmak meuse nehri üzerindeki köprüleri havaya uçurdular,tarihci
ııdünya savaşında yılının mayıs günleri bölümlük bir aktarım iyi okumalar mayıs günü almanlar batı yönünde saldırlarına başlayıp ardennes ormanında ilerliyorlardı,tarihci
heyecanlıyım ilk ben kendimi izleyebileceğim vakti olan bana katılsın derim,tarihci
mayıs ilginç bir gündü hitler batıya yönelik saldırıya geçtiği mayıs günü churchill ingilterenin başbakanlık koltuğuna oturdu nazilerin blitzkriegi belçika hollanda lüksemburg fransayı haftada dize getirecekti,tarihci
pazar akşamı görüşmek üzere,tarihci
görüşmek üzere,tarihci
akşam etkinliğinde görüşmek üzere,tarihci
hepinize sağlıklı günler bol okumalar,tarihci
atam bıraktığın vatan bölünür miras bıraktığın birlik beraberlik bozulur yaktığın çağdaşlaşma meşalesi söner sen silah arkadaşların bağımsızlık mücadelesi vermiş bütün vatan evlatlarının ruhu şad olsun hepiniz rahat uyuyun emanetinizin bekçileriyiz,tarihci
böylesine önemli bir günü mustafa kemal atatürk çocuklara armağan etti ulusal egemenlik çocuk bayramı atatürkün değer verdiği iki unsurun bir arada bulunmasını yansıtmaktaydı,tarihci
türk ulusal kurtuluş savaşının kazanılmasına öncülük eden mecliste esas olan vatanı kurtarma düşüncesi oldu ıtbmm demokrasi adına örnek olabilecek nitelikte bir meclistir oldukça farklı şahsiyetli değişik düşünceleri barındırması açısından buna örnek teşkil eder,tarihci
farklı fikirlere sahip kişilerin değişik çevrelerden gelmiş olması farklı kültürel yapıyla beslenmesi doğaldır vatan sevgisi yazgı birliği milletvekillerini aralarında bulunan eğitim yaş görüş ayrılıklarına karşı sıkıca birleştiriyordu,tarihci
milletvekillerinin kimi bolşevik kimi cumhuriyetçi kimi meşruti düzen yanlısıydı ancak fikir ayrılıkları meclisi millet yolunda çalışmaktan alıkoymuyor türk milletinin fikir yapısının çeşitliliğini sergiliyordu,tarihci
ancak meclisin açılış gayeleri arasında din şeriatın kurtarılması vardı islam alemindeki öneminden dolayı açılış tarihi cuma gününe alındı hacı bayram camiinde cuma namazı kılındıktan sonra meclis kapısında dualar okunup kurbanlar kesildikten sonra meclis açılmıştır,tarihci
meclisin açılış tarihi nisan perşembe günü olarak belirlenmesine rağmen tarih nisan cumaya alınmıştır bunun sebebi istanbul hükümetinin anadolu hareketini din düşmanı göstermesi imandan yoksun kişiler olarak halka ilan etmesi idi,tarihci
ulusal egemenliğe dayalı ıtbmm açılışının yaş günü kutlu olsun birlik beraberliğin önemli örneği olan tbmm bölümlük bir okuma nice yaşlara,tarihci
ınstagramda ozlemkumrular üzerinden bağlanabilirsiniz bekleriz,tarihci
yarın özlem kumrular özel gizli konular üzerine konuşacağız hepinizi evrenin belirtilen mekanında zamanın verilen diliminde bekleriz,tarihci
haydi türkiye güzel düşünceyi birlik beraberlik içinde hayata geçirelim,tarihci
değerli bir okurumun istihbaratın kısa tarihi gölge oyunu adlı kitabım ilgili bir yorumunu sizinle paylaşmak istedim hepiniz sağlıkla kalın,tarihci
pilot hazırlanmış bir kokpit sahibi v var,tarihci
yokosuka mxyk ohka v sadece fark ohka insan tarafından yönlendirilir,tarihci
sayın şimdilik size bölümde örnek vereyim dahasını genişletilmiş olarak sonra iletirim görüşmek üzere,tarihci
yazında hamburga yapılan hava baskınlarında den fazla insan sığınakta ağırlandı doğrudan hedeflendiğinde bile kalın duvarları içindekileri korumayı başardı,tarihci
ayrıca kişiyi ağırlayacak şekilde tasarlanmıştır çocuklu kadınların çocuk arabalarını rahatlıkla içeri sokabilmeleri özel ekstra geniş bir girişe sahipti,tarihci
zorunlu işçi gücü inşa edilen bina metreye metre genişliğinde metre yüksekliğindedir metre kalınlığında duvarlara sahiptir,tarihci
aslen flakturm ıv uçaksavar kulesi ıv olarak adlandırılan feldstrassedeki st pauli sığınağı ikinci dünya savaşı sırasında yapılmış olanların büyüklerden biridir,tarihci
bugün hala tanesi ayakta durmaktadır çoğu st paulideki hochbunkerdan gizli yeraltında konut binalarının arkasında gizlenmiş durumdadır,tarihci
ikinci dünya savaşının sonunda hamburgta yapılan sayımda in üzerinde sığınak tespit edildi sayı diğer alman şehirlerinden fazlaydı,tarihci
ta düşman hava saldırılarına karşı nazi rejimi ııı reichın bütün şehirlerinde sığınaklar inşa etmek derhal bir kararname yayınladı ubotlar petrol endüstrileri merkezi bir yer olan hamburg bariz bir hedef olarak kabul edildi,tarihci
sevgili dostlar selamlar biraz önce verdiğim flakturm uçaksavar kulesi ilgili bilgileri gelen katkılar sayesinde biraz zenginleştirmem gerektiğini fark ettim sonuç bölümlük bir akış iyi okumalar,tarihci
savaş sonrası gece kulübü radyo istasyonu çeşitli iş yerlerine ev sahipliği yapmıştı gündeme getirilen bir proje dahilinde piramit şeklinde beş kat lüks bir çatı bahçesi eklenecek olan sığınağın yılında odalı bir otel olarak açılması düşünülüyor,tarihci
almanyanın hamburg kentinde ıı dünya savaşından kalma bir sığınak yeniden değerlendiriliyor zorla çalıştırılan işçiler tarafından inşa edilen heybetli sığınak yaklaşık almanı müttefik hava saldırılarından korumak amacıyla yaptırılmıştı,tarihci
merhabalar buluşalım güzel bir sürpriz hazırlamış,tarihci
editörlüğünü yaptığım bahçeşehir üniversitesi medeniyet araştırmaları merkezi tarafından gerçekleştirilen yakın plan cihan harbi belgeselinin çanakkale muharebeleri ilgili bölümünün ikincisi olan bölüm bütün şehitlerimizin ruhu şad olsun,tarihci
editörlüğünü yaptığım bahçeşehir üniversitesi medeniyet araştırmaları merkezi tarafından gerçekleştirilen yakın plan cihan harbi belgeselinin çanakkale muharebeleri ilgili bölümünün ilki olan bölüm bütün şehitlerimizin ruhu şad olsun,tarihci
üzgünüm ileri bir tarihte görüşmek üzere,tarihci
ankara kitap fuarındaki imza söyleşi günümde bana türlü desteği sağlayan çalışanlarına sonsuz teşekkürler hepiniz harika insanlarsınız,tarihci
ankarada kitap fuarına ulaştık birazdan standında okurlarımız buluşacağız,tarihci
adeta filtre kahvesini bekliyor ciddiyetine hayran kaldım,tarihci
herkes davetlimdir beklerim,tarihci
görüşmek dilegiyle,tarihci
görüşmek dilegiyle,tarihci
timaş tarafından gönderilmiş harika bir eser dedesi kore gazisi kendisi anda kore savaşı üzerine çalışan benim birisine verilebilecek güzel hediye teşekkürler,tarihci
ocak pazar günü çukurova kitap fuarındaydım okurlarımla buluşmak keyif verdi diğer yanda adeta bir aile kenetlenmiş yaşgünümü kutlayacak kadar beni ailelerinin bir üyesi yapmış çalışanları vardı hepsine gönül dolusu teşekkürler,tarihci
yılının kasım günü itilaf gemilerinin bombardımanı çanakkalede ilk kan akmıştı ocak günü gelibolu yarımadasında türk askerinden başka kimse kalmadı askerler milli ruhu canlandırdılar emaneti bizlere miras bırakanların ruhları şad olsun,tarihci
gelebilenleri mutlaka bekliyorum görüşmek üzere,tarihci
unutturulmaya çalışılan vorbeck unutulmazlar arasında yerini almıştı vorbeck birçokları var bir ara burad sizlerle buluşacak hepinize esenlikler dilerim görüşmek üzere,tarihci
vorbeck ingilizlere inat yılında berlinde zafer yürüyüşü yaptı,tarihci
ingilizler yaptılarsa vorbecki yakalayamadılar vorbeck ancak kasım günü almanyanın ateşkes imzalamasından bir hafta sonra teslim oldu birçok ıngiliz subayı kendisini görebilmek yarıştı bazıları hatıra fotoğrafı bile çektirdi,tarihci
bir keresinde kişilik bir ekibi ingiliz garnizonunun içine sızıp komutanın masasına vorbeck imzalı bir kağıt bıraktılar aradığınız yerde olamayacağım üzgünüm ben sizin olduğunuzu biliyorum saygılarımla vorbeck,tarihci
ingilizleri afrika içlerine çekerek tedarik hatlarının uzamasına yol açtı küçük birlikleri hatlara rahatlıkla sızıp yüklü miktarda malzeme çalıyor sabotajlar düzenliyor sahte istihbaratla düşman kuvvetini yanıltıyorlardı,tarihci
inanılması zor gelebilir kişilik kuvvetini ingilizleri yağmalayarak doyurup direnişini sürdürdü ıngilizler kendisinden kat fazla kuvvete sahipti karşılarında vorbeck vardı hiçbir sayı onu korkutmuyordu artan ingiliz askeri yeterli gelmiyordu,tarihci
vorbeck kendi savaşını başlatmaya karar verdi işinin zoroldugunu biliyordu hiçbir şekilde yardım alamayacaktı gerilla taktiklerine yöneldi ihtiyaç duyduğu silah mühimmat giyecek yiyecekleri düşman kuvvetlerinden sağladı,tarihci
ingiliz yüksek komutanlığı vorbecke ele geçirilmesinin şart olduğuna karar verdi öğrendiklerine göre tuzakları sezecek kadar zekiydi coğrafyayı iyi tanıyordu almanya beyaz bayrak çekse vorbeck savaşmaya devam ederdi haklıydılar,tarihci
vorbeck kısa süreli ateşkes istedi ıngilizlere yapılan görüşmelerden sonra adamları gizlice ortadan kayboldular ıngilizler vorbeck sadece adam kaybetmişti almanyanın yeni bir kahramanı vardı zor durumda bir kahraman,tarihci
ıngiliz tehdidi savuşturulamadı kıyıbaşını tuttular alman vali tanganın boşaltılmasını emretti vorbeck savaşmaya karar verdi gün şiddetli kanlı çatışmalar yaşandı ıngilizlere karşı başarıyla savaşsa cephanesi azalıyordu,tarihci
ilki yeterli istihbarat toplamamışlardı ikincisi gelirken kendilerini saklamamışlardı kıyıda onları vorbeck adamları bekliyordu ilk kıyıya çıkanları adeta biçtiler hintli askerlerin çoğu neye uğradıklarını bilr anlayamadılar ancak sayıları fazlaydı,tarihci
ingilizler tangadaki liman dahil alman doğu afrika kolonisindeki üsleri yok etmeye karar vermişlerdi itilaf görev gücü hintli askerlerden oluşmaktaydı kasım başında tangaya ayak bastıklarında iki büyük hata yaptıklarını fark ettiler,tarihci
birlikte savaştıkları vorbecke sıkı sıkıya sadık adamlardı ingilizler alman doğu afrikasına harekat tasarlarken vorbecki hesaba katmadılar sonuçlarına katlandılar,tarihci
profesyonel bir prusya askeri olan vorbeck üstün nitelikli sert karizmatik azimli inatçı karakteriyle bilinirdi ikna ediciydi enerjikti gözünü kırpmadan tehlikeye atılır yanında savaşanları kollardı,tarihci
tarih genelde kazananlar tarafından yazılır nedenle kaybedenlerin başarılı askerleri komutanları anlatılarda kendilerine yer bulurlar alman doğu afrika kolonisi savaşan paul von lettow vorbeck bunlardan biridir,tarihci
alman savaş gemileri itilaf bloğunun ticaret savaş gemilerini taciz etmeye limanlarını vurmaya başladılar ıtilaf kuvvetleri tehlikeye son vermeyi kararlaştırdılar saldırdıkları alman kolonilerinin çetin ceviz olanı alman doğu afrika kolonisiydi,tarihci
ıngilizler fransızlar alman kolonilerinin varlığından rahatsızdı hint okyanusu güney atlantik denizyolları kolonilerinin konumu vasıtasıyla almanlar tarafından tehdit edilebilirdi edildi,tarihci
yılında almanyanın afrika kıtasında dört kolonisi ardı ilki gana togo bölgelerindeydi bir diğeri kamerun nijeryayı kapsıyordu üçüncüsünde namibia bulunmaktaydı sonuncusu ruanda burundi tanzanyanın birleşiminden oluşan alman doğu afrika kolonisiydi,tarihci
ıdünya savaşının afrika cephesinden bir kesit parça iyi okumalar,tarihci
falkland adası sahili buralarda insan görmeye alışık olmayan bir penguen ingiliz askerinin tüfeğinin namlusunu incelerken,tarihci
shrewsbury muharebesi galler bir dönüm noktasıydı galler prensi glyndwr güçlü bir ingiliz müttefikini kaybetti sonraki başarılarına rağmen glyndwr ıv henry prens henry yaşadığı sürece savunma yapmak zorunda kaldı,tarihci
bir okun miğferinin vizörünü açtığı sırada hotspuru öldürdüğü söylentileri savaş meydanına yayıldı haber doğruydu ölümü üzerine komuta ettiği isyancı ordusu dağıldı kaçtı adamlarından i hayatını kaybetti,tarihci
ancak kral ordunun içerisine kendisi giyinmiş benzerlerini yerleştirmişti hile işe yaradı taklitlerinin bazıları öldürüldü seferinde hotspurun askerleri seviniyor sonra öldürülenin sahte olduğu anlaşılınca tekrar savaşa dönüyorlardı,tarihci
prens bir okla yüzünden vurulup ağır yaralandı hayatta kaldı iyileşmesi aylar aldı kalıcı olarak yaralanmıştı haberi alan hotspur kral ıv henryyi öldürmek saldırıya geçti,tarihci
ilk iki ordunun okçuları birbirlerini kesintisiz ok yağmuruna tuttular ilk başta hotspurun cheshire okçuları kralın ordusuna büyük hasar verdi adamlarına cesaret vermek prens henry kral ıv henry değil ön saflara geçti,tarihci
shrewsburyye doğru yürüyüp galliler diğer isyancılarla bağlantı kurmak istiyordu amacı londraya ilerlemekti ancak ıv henry bağlantı gerçekleşmeden önce shrewsbury dışındaki yolu kapattı ardından temmuzda iki taraf birbirine girdi,tarihci
kral hizmetleri ödeme yapmadığı hotspur taraf değiştirdi glyndwr sir edmund mortimerin yardımıyla kral ıv henryyi devirmeyi planladı hotspur cheshirede bir ordu topladı,tarihci
te ingilterede bir iç savaş patlak verdi ıv henry tahtını korumak güçlü percy ailesine büyük ölçüde güveniyordu aile kuzey ingilterenin engin alanlarına sahipti sir henry hotspur percy önce glyndwra karşı birçok sefere katılmıştı,tarihci
ingiliz tarihinin önemli iç çatışmalarından olan shrewsbury muharebesi son yerel galler prensi olan owain glyndwrın başlattığı isyanda belirleyici bir rol oynadı parçalık bir anlatı iyi okumalar,tarihci
yılında nicelerine birlikte ulaşmak dileğiyle,tarihci
devamındaki tweet dizisi müttefik kuvvetlerinin ren nehrinin doğusuna geçiş hikayeleri nazi almanyasının kalbine doğru ilerlemesi,tarihci
hepinize tekrar iyi yıllar diliyorum yılında arzu ettiğiniz şeye kavuşmanız dileğiyle gelecek yıl sizlerle burada buluşacağız kendinize iyi bakın görüşmek üzere,tarihci
amerikan ingiliz birlikleri batıdan almanyaya akmaya başladılar doğudan ruslar bütün ağırlıkları yükleniyorlardı führerin sonu yakındı bismarck haklı çıkacaktı almanya iki cephede birden savaşırsa başarılı olamaz,tarihci
geç kaldık patton dün gece nehri geçmiş anda kendi harekatını yürütüyor üstelik bayağı başarılı gerçekten amerikan birlikleri patton başlarında olarak kıyıya çıktıktan sonra km ilerlediler almanı esir aldılar,tarihci
böylelikle napolyondan sonra renin doğusuna ilk ulaşan patton amerikan askeri oldu pattonı kontrol gönderilen general bradley mart sabahı eisenhowera mesajı geçti,tarihci
mart akşamı resmi harekatın başlamasından saatler önce general patton bizzat komuta ettiği tümen sessizce botlarıyla nehri geçtiler ilginç olan kendilerine topçular bombardıman uçakları hava indirme birlikleri destek olmamıştı,tarihci
hazırlanın geçmemiz gereken bir nehir var kimse bizim geçeceğimizi bilmiyor almanlar monty ıke eisenhower bunu sorun eden var komutanların suratındaki gülümseme yeterli cevaptı,tarihci
amerikan askerinin normandiyadan beri çektiklerini bilen patton reni ilk geçen olmayı hak ettiklerine inanmaktaydı komutanlarını topladı pattonı uzun süredir tanıyorlardı gene bir sürpriz yapacağından emin merakla diyeceğini beklediler patton konuşmaya başladı,tarihci
general george s patton ordusuyla ren nehrinin batı kıyısına ilk ulaşan olmasına rağmen kendisine durması emredilmişti patton öyle bir asker komutan değildi hele konu amerikanın hak ettiğini alamaması olunca kimseyi dinlemezdi,tarihci
mareşal bernard montgomery mart günü ren nehrini geçecek olan tümenini hazırlamaktaydı önemli bir gelişmeydi majestelerinin ordusu nehrin doğusunda bayrağını dalgalandıracak ilk ülkenin ingiltere olmasını sağlayacaktı herkes böyle olacak sanıyordu bir kişi hariç,tarihci
renin doğusuna geçilmesi içinde ilginç bir gelişmeyi barındırmaktadır müttefik güçler geçiş nehrin kıyısında toplanıp hazırlanırken amerikalı bir general kendi planlarını yapmaktaydı,tarihci
kombine gerçekleştirilen plunder varsity harekatları yüzyıldan beri ilk bir işgal ordusunun ren nehrinin doğusuna geçişini simgelemekteydi bunu son başaran yılında napolyon bonapartın ta kendisiydi,tarihci
mart günü planlanan bütün hedeflere ulaşılarak önemli bir başarı gösterilmiştir mart günü churchill birlikte montgomery brooke ren nehrinin doğusuna adım atmışlardı almanyaya doğru yapılacak ilerlemede önemli bir adım atılmıştı,tarihci
tarihte tek günde gerçekleştirilen büyük hava indirme harekatı olan varsity harekatı amerikan ordusunun ingiliz ordusunun ren nehrinin geçişine dayanan plunder harekatına destek vermiştir,tarihci
varsity harekatı sırasında nakliye uçaklarından bırakılan paraşütçüler ekipman sandıkları ren nehrinin doğusuna doğru indirildiler paraşütçülerin yanı sıra nakliye uçaklarının çektiği asker araçgereç taşıyan planörler bölgelerine ulaştılar,tarihci
oluşturulan ortak nakliye formasyonuna yaklaşık müttefik avcı uçağı eşlik etti general eisenhower ingiltere başbakanı winston churchill dahil olmak üzere aşağıda izleyenler müttefiklerin kudretinin etkileyici bir göstergesiydi,tarihci
yaklaşık amerikalı paraşütçü bindikleri c c nakliye uçağı cga planörüyle havalandı birim sonra c c planörün taşıdığı ingiliz paraşütçüsü havada bir araya geldi,tarihci
hepinize mutlu bir dilerim mart gökyüzünde varsity harekatı ıı dünya savaşının son büyük tek dalga hava indirme harekatı aşağıda plunder harekatı kalabalık bir kara ordusu ilerleyişte amaç ren nehrinin doğusuna geçmek parça iyi okumalar,tarihci
bertram harekatı ıı el alamein muharebesinde almanları şaşırtarak montgomeryye avantaj sağlamıştı zafer afrikadaki mücadelenin dönüm noktası olarak tarihe geçti,tarihci
muharebeden sonra ele geçirilen rommelin ikinci komutanı general von thoma montgomery yaptığı görüşmede saldırının güneyden geleceğini beklediklerini nedenle gafil avlandıklarını itiraf etti,tarihci
muharebenin arifesinde kamuflaj birimi tarihteki büyük sihir numarasını gerçekleştirdi tank birden ortadan kayboldu ardından kilometre kuzeyde tekrar ortaya çıktı bunca yolu kamyon görünerek aşmışlardı,tarihci
güneye doğru döşenmiş sahte bir su boru hattı bile vardı amaç alman keşif birimlerini güneyde büyük bir güç bulunduğuna kandırmaktı gerçek saldırı kuzeyde başlayacaktı,tarihci
sahteler gerçek tankların topların olduğu yerde kaldı kukla ordu muharebe başlamadan önceki haftalarda büyük ölçüde el alamein hattının güneyine yerleştirilmişti,tarihci
bertramın taktikleri basitti yüzlerce tankın topun gece boyunca zararsız kamyonlar görünmesini sağlayarak muharebe pozisyonlarına taşınmasını içeriyordu,tarihci
gizleme ekipmanlarına kod adlar verildi tanklarınki güneşlik toplarınki yamyam olarak biliniyordu güneşlik yamyam pek kukla tank nakliye aracı muharebe başlamadan altı hafta önce inşa edildi,tarihci
grup sivil askerlerden oluşuyordu sanatçılar heykeltraşlar film yapımcıları tiyatro tasarımcıları set ressamları aralarında ünlü sihirbaz jasper maskelyne bile vardı sahte ordu büyük ölçüde ip tuval saman tahtadan yapılmıştı,tarihci
bertram savaşın büyük görsel aldatmacasıydı gerçek sahte askeri teçhizatın bir arada kullanıldığı ayrıntılı bir savaş hilesiydi yılında kurulan kamuflaj birimi tarafından yürütüldü,tarihci
churchill ıı el alamein muharebesinde alınan zaferi avam kamarasına şöyle duyurdu muhteşem bir kamuflaj sistemi sayesinde çölde tam bir taktik sürpriz yapıldı bahsettiği muharebe planının ustaca hayata geçirilmiş bir parçasıydı bertram harektı,tarihci
ikinci dünya savaşının afrika cephesinde rommelin yaşadığı yenilginin arka planı bir illüzyondu hezimet gerçekti parçada ilginç bir detay iyi okumalar,tarihci
aralık önder mustafa kemal temsil heyeti ankarada milli mücadelenin kalbi burada atmaya başladımilli egemenlik burada hayat buldu yeni devlet burada kuruldudevrimler buradan yayıldı günlerde kendini hiçe sayıp bugünleri bize bırakanların ruhları şad olsun,tarihci
